Job Title,Company,Location,Salary,Requirements,Date Posted,Remote,Link
ML Engineer/Statistician/Data Scientist – Pre-IPO Unicorn,CareerXperts,"Bengaluru, Karnataka",N/A,As a Data Scientist / ML specialist you will focus on building next-generation platform services to identify right business problems that will be more…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=adeb17fa61c7f4c7&fccid=b7b641e3cd525101&vjs=3
Principal Data Scientist,Ericsson,"Bengaluru, Karnataka",N/A,"Work with new technologies and be the ambassador for them in MI Communities within Ericsson, nurturing the communities and mentoring junior data scientists.",4 days ago, - ,https://in.indeed.com/rc/clk?jk=9f48ec0520565fef&fccid=82656d64a9a3e6a7&vjs=3
"Technical Leads, Architects & ICs – Big Data",Unravel Data,"Bengaluru, Karnataka",N/A,"But, 85% of these data initiatives fail - the reason is complexity of Data Operations (DataOps) in the real-world with petabytes of data.
Data is the new Oil!",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a3c2e58768b20b0f&fccid=2f0570c366d5ad43&vjs=3
Data Scientist,Apptio,"Bengaluru, Karnataka",N/A,You are a data scientist who is passionate about producing data products and striving for excellence to serve customers with high quality technical solutions.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=391fb840b7ff7c88&fccid=764656ed7df30a1d&vjs=3
Lead Data Scientist,Luxoft,"Bengaluru, Karnataka",N/A,"Assess the effectiveness and accuracy of data sources and data gathering techniques.
Work with subject matter experts to identify opportunities for leveraging…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=fdf366a2aa1a8154&fccid=4b841d912d46e4fd&vjs=3
NLP Engineer,Gnani.ai,"Bengaluru, Karnataka","₹8,00,000 a year","Gnani.ai aims to empower enterprises with AI based speech technology.Gnani.
Ai is an AI-based Speech Recognition and NLP Startup that is working on voice-based…",13 days ago, - ,https://in.indeed.com/company/Gnani-Innovations/jobs/Nlp-Engineer-20091b657412efe1?fccid=1ef8a80b6513059f&vjs=3
Data Scientist Intern,zBliss Technologies,"Bengaluru, Karnataka",N/A,"Diligence and accuracy in coding and data analysis.
Internship Cohort Team Size : 3.
Apply only if you can work full time at least for Five Months.",30+ days ago,Temporarily remote,https://in.indeed.com/rc/clk?jk=f243922c483821d9&fccid=f1694643ccb31f89&vjs=3
Senior Data Scientist / Algorithms Specialist,AmyLogic,"Bengaluru, Karnataka",N/A,"Good to have knowledge of web Analytics and exposure working with data sources clickstream data etc.
Understanding of Big data a technologies – Hadoop, MapR and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a1b7c2adb9e8f8d1&fccid=37ebd9daf4c50241&vjs=3
Lead Data Scientist,freshworks,"Bengaluru, Karnataka",N/A,"Freshworks also offer diverse kinds of data.
We have data on both voice and texts.
For eg. Several millions of minutes of audio data is available for our…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b7f3e64270445110&fccid=37f39930e85bec2a&vjs=3
Senior Data Scientist,MiQ Digital,"Bengaluru, Karnataka",N/A,"Good track record in mentoring junior data scientists on technical competencies.
We are experts at ingesting large amounts of data, modelling data to convert…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ca6b6f1879446f6d&fccid=19393daddd5b324a&vjs=3
Data Scientist Senior,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹8,00,000 - ₹14,00,000 a year","Building data pipelines and familiarity with distributed storage and big data.
Utilize large-scale data mining.
Predictive models to maximize profit.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8f4655f7950bba1f&fccid=3799fa8ac2d1edf2&vjs=3
Computer Vision & Machine Learning Internship,Veer B Mahapatra,"Bengaluru, Karnataka","₹9,000 - ₹15,000 a month","I am a data scientist, machine learning engineer, AI developer, and entrepreneur who is experienced in various AI and automation platforms.",14 days ago, - ,https://in.indeed.com/rc/clk?jk=291fdae368061e11&fccid=ce304230416c48a6&vjs=3
Senior Data Scientist,ADCI - Karnataka,"Bengaluru, Karnataka",N/A,"Previous experience in a ML or data scientist role with a large technology company.
Ability to present information professionally & concisely with supporting…",6 days ago, - ,https://in.indeed.com/rc/clk?jk=38bfefeb0cb357ae&fccid=fe2d21eef233e94a&vjs=3
Data Scientist- Face Recognition,Eminence core solutions LLP,"Bengaluru, Karnataka",N/A,"Must have Experience in Face Recognition, Python.
Experience with Deep Learning frameworks.
Experience of working with facial recognition technology.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=fc73f0a239c041bd&fccid=ce1112ad67f5606a&vjs=3
Data Scientist- Face Recognition,Eminence core solutions LLP,"Bengaluru, Karnataka",N/A,"Must have Experience in Face Recognition, Python.
Experience with Deep Learning frameworks.
Experience of working with facial recognition technology.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=fc73f0a239c041bd&fccid=ce1112ad67f5606a&vjs=3
Senior Data Scientist,Hacker Earth,"Bengaluru, Karnataka",N/A,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=bb99e7df7434cfed&fccid=ec57582af9c050c3&vjs=3
"Project Manager, Talent Neuron (Data Science)",Gartner,"Bengaluru, Karnataka",N/A,The candidate will be responsible for program and project management of key Data Science initiatives needed to build and run Talent Neuron’s customer facing web…,12 days ago, - ,https://in.indeed.com/rc/clk?jk=53aa1551449a6e28&fccid=be293f1def77a963&vjs=3
"Principal Data Scientist, Marketplace",GO-JEK,"Bengaluru, Karnataka",N/A,"Work with data scientists, machine learning engineers, and business users to build, deploy, and scale data science solutions on match-making and forecasting…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b9479b15997f3a03&fccid=35c79097c1f63f3d&vjs=3
"Data Scientist - Credit Portfolio - Bangalore, India",MPOWER Financing,"Bengaluru, Karnataka",N/A,"Advanced data modeling and data programming skills using large, complex data schemas.
Completing exploratory data analyses of large sets of public, private, and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=878723a07b16d1b7&fccid=5694fd5b90f664ea&vjs=3
Lead Data Scientist,Thoucentric,"Bengaluru, Karnataka",N/A,"Lead and guide a team of data scientists/ML engineers in solutioning and in delivering high impact projects.
If you love solving tough problems using analytics,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=c97c29d88ecd6133&fccid=deadcc7ca64ae08b&vjs=3
DATA SCIENTIST,Melstar Information Technologies Limited,"Bengaluru, Karnataka",N/A,"Ability to tell a clear, concise, actionable story with data.
Storytelling: the ability to use data to tell a business-outcome impacting story and to be able to…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7215506de62d661f&fccid=ac242f22943b4931&vjs=3
MASTER DATA SCIENTIST,Inference Labs,"Bengaluru, Karnataka",N/A,"Experience in diagnosis and prognosis of machines for early detection of signs of failure using ML techniques, using sensor data to analyze trend & patterns for…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=427e82752b40e0ee&fccid=07f7ca87ab21d34c&vjs=3
Head of ML/Data Science,Ai Health Highway India Pvt Ltd,"Bengaluru, Karnataka",N/A,"Head of ML/Data Science for MedTech Startup incubated in IISC Bangalore*.
We are looking for a Head of ML/Data Science with an entrepreneurial mind set, someone…",17 days ago, - ,https://in.indeed.com/company/Ai-Health-Highway-India-Pvt-Ltd/jobs/Head-Ml-Data-Science-07950024c6812c91?fccid=1e70770db97d2a71&vjs=3
Machine Learning Engineer (Data Science Engineer),Pype,"Bengaluru, Karnataka",N/A,"Identify/adopt feedback loops to maintain high fidelity data governance across the product portfolios.
We are looking for Machine Learning Engineers/ Data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=3a26954d109438f9&fccid=8614a161bd4a5e0c&vjs=3
Data Scientist/Language Engineer II,ADCI - Karnataka,"Bengaluru, Karnataka",N/A,"Experience working with speech and text language data in multiple languages.
This role requires working closely with business, engineering and other scientists…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=347c6b6cbbd543b2&fccid=fe2d21eef233e94a&vjs=3
Deep learning Engineer,Wise Monk,"Bengaluru, Karnataka","₹10,00,000 a year","Work with large data-sets and build a ML pipeline to process and train the data.
Simply, own a module end-to-end and show us your data skills.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8904ae09dbe7176a&fccid=8161f2dbeb2d6c8d&vjs=3
Data Scientist,Germane Analytics Pvt Ltd,"Bengaluru, Karnataka",N/A,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=60b5f662d0ea895d&fccid=412dfef27b3dfc94&vjs=3
Data Scientist IV,Conduent,"Bengaluru, Karnataka",N/A,"Demonstrated experience delivering multiple data solutions as architect.
Experience with business processes across multiple Master data domains in a services…",30+ days ago,Remote,https://in.indeed.com/rc/clk?jk=c0def4a59585a2fc&fccid=88f5eba43de70e76&vjs=3
Senior Decision Scientist-GoFood,GO-JEK,"Bengaluru, Karnataka",N/A,Take ownership of the data science models or rules end-to-end - from data collection to model building to monitoring the model in production; collaborate and…,7 days ago, - ,https://in.indeed.com/rc/clk?jk=c49ec13e9f9b442e&fccid=35c79097c1f63f3d&vjs=3
Data Scientist,Big Data BizViz (BizViz Technologies Pvt. Ltd),"Bengaluru, Karnataka",N/A,"3+ years of experience in using statistical and data mining techniques to solve real business problems.
Analyze data sets to summarize, identify trends, predict…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=864a63a3b8bf83be&fccid=31f5e6322510822c&vjs=3
Computer Vision Research Engineer - Machine Learning,Daimler,"Bengaluru, Karnataka",N/A,"Experience working with synthetic and artificial data to solve real world problems.
Experience with object classification, gesture recognition or human pose…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=bd13419d0d4fbfd0&fccid=b25343f021fb51d7&vjs=3
Internship in Machine Learning - 8755019090,Shri TirupatiI Balaji Education Foundation,"Bengaluru, Karnataka","₹3,60,000 - ₹5,80,000 a year","Candidate will be trained during job for 5 months and then placed in MNC,s.
This can be done online.
Candidates from batch 2018, 2019, 2020 are preferred.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=29c73f657c7e0b11&fccid=029a9fc434ec1c1f&vjs=3
Data Scientist,Zeta,"Bengaluru, Karnataka",N/A,"We are looking to hire a data scientist who will work with various cross-functional teams such as product, marketing, engineering, sales and customer success to…",22 days ago, - ,https://in.indeed.com/rc/clk?jk=5a0a1f7cad5209ef&fccid=902b94f9005432dd&vjs=3
"Data Scientist II, Gift Cards",ADCI - Karnataka,"Bengaluru, Karnataka",N/A,"Previous experience in a ML or data scientist role with a large technology company.
You will implement data flow solutions that process data real time on…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=61422f90ac8285a8&fccid=fe2d21eef233e94a&vjs=3
Deep Learning Researcher,Ferill Dynamics,"Bengaluru, Karnataka",N/A,We are looking for someone with a good understanding of Machine Learning concepts with a focus on Deep Learning.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=53b029b254748cd8&fccid=fdb27260bc9579f4&vjs=3
Senior Data Scientist,Ericsson,"Bengaluru, Karnataka",N/A,"Work with new technologies and be the ambassador for them in MI Communities within Ericsson, nurturing the communities and mentoring junior data scientists.",1 day ago, - ,https://in.indeed.com/rc/clk?jk=dd92e04ec237c001&fccid=82656d64a9a3e6a7&vjs=3
Sr. Data Scientist/ Sr. Data Science Consultant (Marketing A...,Course5,"Bengaluru, Karnataka",N/A," Manage day-to-day delivery independently and coordinating with data scientists leading project delivery.
Please include the job title in your subject line.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=edb54ea0956f56b1&fccid=fb3bb17dd428d73a&vjs=3
Data Scientist Intern,ADCI - Karnataka,"Bengaluru, Karnataka",N/A,"Excellent communication and data presentation skills.
Problem solving ability and passion for big data.
Familiarity with data processing with Python, R & SQL.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7f9f36410ff82e09&fccid=fe2d21eef233e94a&vjs=3
Principal Data Scientist,Kimberly-Clark,"Bengaluru, Karnataka",N/A,"Understand complex data types, leverage advanced analytics (appropriate techniques, manipulate data, build and diagnose models), and focus on the business…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=31ebf3c296cdd54d&fccid=d5e3dc20c284054b&vjs=3
Assistant Manager - Data Science,Genpact,"Bengaluru, Karnataka",N/A,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=9443fc808fb36e0c&fccid=afe30394bfba1470&vjs=3
Senior Data Scientist,Kredx,"Bengaluru, Karnataka",N/A,"You have a strong data science background and understands the use of a variety of data mining and data analysis methods to build and implement models,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=579efc741d6423a7&fccid=4d5c6a465d0aac23&vjs=3
Team Lead Data Scientist,MiQ Digital,"Bengaluru, Karnataka",N/A,"Lead and mentor a team of data scientists.
6+ years of experience in solving data science problems using machine learning, data mining algorithms and big data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e267efbb6549bd60&fccid=19393daddd5b324a&vjs=3
Global Medical Data Scientist,GSK,"Bengaluru, Karnataka",N/A,This role will appropriately translate unstructured data into structured data to integrate with other data and analyses for use with insight discovery.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7446764a0f3b3ac5&fccid=4e42ec53f4b93e02&vjs=3
Data Science Engineer,Involvio,"Bengaluru, Karnataka",N/A,"Extending company's data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a753570633560324&fccid=158bb005bba14bf7&vjs=3
Manager- Data Science (Marketplace),GO-JEK,"Bengaluru, Karnataka",N/A,Able to tell a coherent data narrative using visualization tools and able to set best practices in data visualization to convey a product insight through…,28 days ago, - ,https://in.indeed.com/rc/clk?jk=c27b1395fd05f5bd&fccid=35c79097c1f63f3d&vjs=3
Sr. Associate Consultant–Data Scientist,Eli Lilly,"Bengaluru, Karnataka",N/A,The E&C Data Scientist must be able to communicate how to use analytics data to drive business decisions through data visualization tools and storytelling.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=499a39b5733ad120&fccid=ac8d156b339793e6&vjs=3
Senior Member of Technical Staff - NLP,Almug Technologies Pvt Ltd,"Bengaluru, Karnataka","₹18,00,000 a year","Our data products deliver data at industry leading time and accuracy.
Build tools and support structures needed to analyze data, perform elements of data…",6 days ago,Temporarily remote,https://in.indeed.com/company/Almug-Technologies-Pvt-Ltd/jobs/Senior-Member-Technical-Staff-ab6a0f1c792fba41?fccid=2667dfb1ce822c78&vjs=3
"Senior Data Scientist, Rider Analytics",Uber,"Bengaluru, Karnataka",N/A,"As a senior data scientist on the Rider analytics team in Bangalore, you will play a leadership role in the data science strategy of the Bangalore Rider product…",20 days ago, - ,https://in.indeed.com/rc/clk?jk=f309511de6d978e2&fccid=f766f8bfbc3effb7&vjs=3
Data Scientist,Kaplan,"Bengaluru, Karnataka",N/A,"Collaborate and help other data scientists.
Expertise in statistical methods, statistical analysis, data visualization, and data mining techniques.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1d90d22537d02dc8&fccid=4ffdd90de5b0ef8f&vjs=3
Senior Data Scientist,Course5,"Bengaluru, Karnataka",N/A," Mentor junior data scientists in the team with technical inputs and guidance.
 Expert in processing of structured and unstructured data.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=0cfc5c28280fb594&fccid=fb3bb17dd428d73a&vjs=3
Director of Data Science,Radware Bot Manager (Shieldsquare),"Bengaluru, Karnataka",N/A,"Experience in leading/mentoring data scientists.
Experience in working on billions of newly generated data points per month (many terabytes of data) using…",6 days ago,Temporarily remote,https://in.indeed.com/company/Radware/jobs/Director-Data-Science-382733eb77241259?fccid=0fc44c40b8f5cde2&vjs=3
Media Data Scientist,freshworks,"Bengaluru, Karnataka",N/A,"Enable content generation models based on user consumption and behavioral data.
In this role, you'll join the Global Marketing Operations team that is…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=93d39b0effdcbcb9&fccid=37f39930e85bec2a&vjs=3
Data Scientist-Artificial Intelligence,Quess IT Staffing,"Bengaluru, Karnataka",N/A,"Creating algorithms for the model to function and train based on the application tickets Data modelling, data analytics, data science.",27 days ago, - ,https://in.indeed.com/rc/clk?jk=5e4619bf7ddb8153&fccid=45cb5ea58b835304&vjs=3
Data Scientist,IQLECT,"Bengaluru, Karnataka",N/A,"Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e651f2b186b1a127&fccid=fd4ff8f2b71e2ec8&vjs=3
MACHINE LEARNING ENGINEER,Neva Ventures,"Bengaluru, Karnataka",N/A,"Exposure to IoT, Human-Robot/Human-Computer interaction, big data interpretation/crunching to unleash the power of data, generate predictions which can help…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=cd997cf7d36c78c0&fccid=7f9a9e9714f510ab&vjs=3
Machine Learning Engineer,Talpro,"Bengaluru, Karnataka",N/A,"Understanding of data transformations and analytics functions on high-volume data– join, group by, filter, aggregation, lag, count distinct.",11 days ago, - ,https://in.indeed.com/company/Talpro/jobs/Machine-Learning-Engineer-56c197632868c911?fccid=f738b6ed7bec61a6&vjs=3
Data Scientist,ALSTOM,"Bengaluru, Karnataka",N/A,"Knowledge in data mining and data engineering techniques.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ebc7040bf0603d89&fccid=70bbeb2771f8c8e7&vjs=3
Lead Data Scientist / Machine Learning Expert,Bidgely,"Bengaluru, Karnataka",N/A,"Strong intuition for data and Keen aptitude on large scale data analysis.
You must enjoy working with large data and finding interesting patterns in the data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=051603a704880080&fccid=d957fea80e0681b1&vjs=3
Data Scientist – AI ML Team,CustomerXPs,"Bengaluru, Karnataka",N/A,"Help to make data science and data-driven decision making a part of the organisation’s DNA.
Take ownership of the data science model end-to-end from data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=16aaac0e4683d00b&fccid=94b131ecea4757b7&vjs=3
Data Scientist,TransAltus Management consulting Private Limited,"Bengaluru, Karnataka",N/A,"Manipulate data and draw insights from large data sets.
5+ years' experience in data science.
Experience working with and creating data architectures.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=4f334f62eba3f8de&fccid=9235aab4726ffd79&vjs=3
Data Scientist,TALCHEMIST,"Bengaluru, Karnataka",N/A,"The senior data scientist will be part of cross diciplinary data science team working on software development projects, typically involving large, complex data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=da07d452e9fd065e&fccid=31007564b1de76b5&vjs=3
Lead Data Scientist,EagleView,"Bengaluru, Karnataka",N/A,"Professional Experience: 6 - 9 years.
Tech (Optional), B.Sc./M.Sc., Computer Science, Maths,Statistics or equivalent field, PhD (Optional).",29 days ago, - ,https://in.indeed.com/rc/clk?jk=d5e368c259906db6&fccid=3f11836ada2d0e87&vjs=3
Data Science | 4 to 6 years | Chennai & Pune,Capgemini,"Bengaluru, Karnataka",N/A,"Hands on experience in Python, PySpark, MLib, Spark/Mesos.
Hands on experience using Hive, Hbase, Impala.
Knowledge on Kafka and Flume is a plus.",23 days ago, - ,https://in.indeed.com/rc/clk?jk=a79c7b16b388eb8b&fccid=105ecfd0283f415f&vjs=3
Principal Data Scientist,Britive,"Bengaluru, Karnataka",N/A,You have a strong data science and cybersecurity background and understand the use of a variety of data mining and data analysis methods to build and implement…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=28208a244abf10f3&fccid=7602b4afed3df600&vjs=3
RPA Developer associate,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹9,00,000 - ₹14,00,000 a year",Good knowledge in data sciences and data analytics and utilization of Machine learning algorithms in automation.,10 days ago, - ,https://in.indeed.com/rc/clk?jk=ebc1041054a9363b&fccid=3799fa8ac2d1edf2&vjs=3
Data Developer and Machine Learning Analyst,NetApp,"Bengaluru, Karnataka",N/A,Are you excited about data analytics & deriving insights from petabytes of data using modern machine learning techniques?,14 days ago, - ,https://in.indeed.com/rc/clk?jk=dee9aab97bc74564&fccid=77cec2f25f9bd7ed&vjs=3
ML Engineer/ Data Engineer,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹8,00,000 - ₹14,00,000 a year","Supervising the data acquisition process if more data is needed.
Verifying data quality, and/or ensuring it via data cleaning.",10 days ago, - ,https://in.indeed.com/rc/clk?jk=8fb3254cf321efcd&fccid=3799fa8ac2d1edf2&vjs=3
"Manager, Data Science",Epsilon India,"Bengaluru, Karnataka",N/A,"Prior experience in managing a team of data scientists.
We are currently on the lookout for a smart, highly driven data scientist.",11 days ago, - ,https://in.indeed.com/rc/clk?jk=a0a5a792c59f2335&fccid=bba0e7c4eddcb59f&vjs=3
Data Scientist,ScaleIn,"Bengaluru, Karnataka",N/A,"Implement and support data discovery and predictive analytics models by analyzing business data.
Ability to design the models to work on small to very large…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a75cca98328d591f&fccid=5cecb14a27a07d4e&vjs=3
Senior Data Scientist,Nanobi Data And Analytics,"Bengaluru, Karnataka",N/A,"Solutions will be complete packages of BI and advanced data science related models in ""R"".
Strong understanding of databases, file systems (big data stores,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1f0bdf08e1f12d19&fccid=8c269ee46c031ad4&vjs=3
Customer Analytics-Data Scientist,skilora,"Bengaluru, Karnataka",N/A,"Knowledge of Spark, Yarn, other big data technologies.
All the data collected from the users would be used only for recruitment purposes.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=dd9a656dd9d131ad&fccid=f74c40d50fb54046&vjs=3
Advanced Analytics Master - Data Scientist,Hewlett Packard Enterprise,"Bengaluru, Karnataka",N/A,"Provide scenario analyses to highlight data deficiencies.
Make pragmatic assumptions on data / models.
Run POCs / Tests / e2e data science life cycles as needed…",17 days ago, - ,https://in.indeed.com/rc/clk?jk=10716b983fc643bc&fccid=216eb700022de6f6&vjs=3
Machine Learning - Data Analytics Scientist 3,Oracle,"Bengaluru, Karnataka",N/A,"Is a Data Driven: Does not rely on assumptions or anecdotes; prefers to let the data tell the story and inform the decision.
An advanced degree is a plus.",23 days ago, - ,https://in.indeed.com/rc/clk?jk=c0e1dcadc2ca2e25&fccid=cd22d01053af7669&vjs=3
Data Scientist,Talent Zone Consultants,"Bengaluru, Karnataka","₹1,25,000 - ₹3,25,000 a year",Key Skills Expert in R and Python with firm understanding of statistical modelling techniques and should be adept at handling unstructured data 4 plus years of…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=991b22293cf790fd&fccid=b59e1dacbb0cb645&vjs=3
Data Science Engineer,IntelliPredikt Technologies,"Bengaluru, Karnataka",N/A,"Job Description: Data scientist is responsible for data exploration, machine learning, IP generation, anomaly detection/ prediction and data visualization of…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=78961393480515b0&fccid=8a37e58dade6c9d5&vjs=3
Data Scientist 2,Lam Research,"Bengaluru, Karnataka",N/A,"Effectively analyze the source data and write SQL scripts to integrate data from multiple data sources.
Design, develop and test Data Models to import data from…",4 days ago, - ,https://in.indeed.com/rc/clk?jk=da32a4dcdbe715c2&fccid=fb90332c857e2826&vjs=3
Manager - Analytics/ Decision Scientist,Glance,"Bengaluru, Karnataka",N/A,"4+ years experience in a data driven decision making setup.
Personalization: Working with data sciences & engineering teams to build content personalization.",17 days ago, - ,https://in.indeed.com/rc/clk?jk=3b2cb8af8583017b&fccid=3a4d848909bbcf56&vjs=3
"Director, Data Science",Conduent,"Bengaluru, Karnataka",N/A,"Ability to communicate complex data solutions across the company, and to coach the team in connecting data science problem-solving with product development.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a440852e5e9b23d7&fccid=88f5eba43de70e76&vjs=3
Senior Data Scientist,Nanobi,"Bengaluru, Karnataka",N/A,"Solutions will be complete packages of BI and advanced data science related models in ""R"".
Strong understanding of databases, file systems (big data stores,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8e2f1fd267e845ba&fccid=ee907cb7fb9f5ea8&vjs=3
Lead Data Scientist - Deep Learning + Edge AI,Zensar Technologies,"Bengaluru, Karnataka",N/A,"Hands-on experience in problem dependent data pre-processing.
Experience in distributes data processing using Spark – especially Spark with MLlib.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=be61e8cd084c1c86&fccid=e223a70f4b467dcd&vjs=3
SSE – Machine Learning Engineer,Wibmo,"Bengaluru, Karnataka",N/A,"Understanding of data structures, data modelling and software architecture.
Study and transform data science prototypes.
Panda, NumPy, Matplot, Seaborn, Scikit.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=fb0f54d442bf42c4&fccid=de6307d6fe902dfe&vjs=3
Senior Machine Learning Data Engineer,BlueOptima,"Bengaluru, Karnataka",N/A,"Strong Analytical skills demonstrated through data engineering or similar experience.
BlueOptima is expanding our offering from productivity to track and…",18 days ago,Remote,https://in.indeed.com/rc/clk?jk=0bdd065248b472e1&fccid=57d9d97a05c4ff41&vjs=3
Principal Data Scientist,Signify,"Bengaluru, Karnataka",N/A,"Applicants will be expected to work with a diverse set of data sources, such as time series data, graph data, semi-structured and unstructured data, and build…",21 days ago, - ,https://in.indeed.com/rc/clk?jk=3999668fa0663127&fccid=508609a1a9ea1ca9&vjs=3
Data Scientist - C++ Programming,Eminence core solutions LLP,"Bengaluru, Karnataka",N/A,"Experience in C++ programming, C, Matlab, Python.
Must have Knowledge of NLP,CNN, RNN, LSTM.
Candidate with a Master's Degree in Computer Science (specifically…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=916b83511ebcb619&fccid=ce1112ad67f5606a&vjs=3
ML Engineer,Ai Health Highway India Pvt Ltd,"Bengaluru, Karnataka",N/A," Work with hardware, software team members to build ML platform that takes care of data.
ML Engineer for MedTech Startup incubated in IISC Bangalore*.",17 days ago,Temporarily remote,https://in.indeed.com/company/Ai-Health-Highway-India-Pvt-Ltd/jobs/Ml-Engineer-2c09cb1514862364?fccid=1e70770db97d2a71&vjs=3
Machine Learning/Deep Learning Experts,CrunchMetrics,"Bengaluru, Karnataka",N/A,"This role requires an expert level of data science knowledge as well as experience with data science techniques, systems and processes.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=5f3cf87272387415&fccid=8af924f17774d811&vjs=3
Data Scientist,Hewlett Packard Enterprise,"Bengaluru, Karnataka",N/A,Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.,17 days ago, - ,https://in.indeed.com/rc/clk?jk=dad5b67a02afd2b0&fccid=216eb700022de6f6&vjs=3
AVP - Analytics & Cloud,Standard Chartered,"Bengaluru, Karnataka",N/A,"Exposure to data pipelines, architectures and data sets.
Keep our data separated and secure across national boundaries through multiple data-center.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=adca1cbf4b1ea73b&fccid=5249cd8e17163cb5&vjs=3
Data Science group,Affine Analytics,"Bengaluru, Karnataka",N/A,"Substantial hands-on experience with data handling.
Capable of managing large volumes of data,.
Able to analyze data independently and draw out salient insights…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e89d583a80dd195c&fccid=0b9f5acaa4cb944c&vjs=3
Analytics & Data Science,Kpro Solutions,"Bengaluru, Karnataka",N/A,"The candidate should be good in python,sql and data structure.
Proficiency in using SQL, Hadoop/Spark for data extraction and analysis.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=3428ad5b459bf264&fccid=59d31fa634651b35&vjs=3
Data Scientist,SoftTech Services,"Bengaluru, Karnataka",N/A,"Develop custom data models and algorithms to apply to data sets.
Set in motion data gathering process and assess the effectiveness and accuracy of new data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=f9df8c340e0f9804&fccid=7399218099f41fd7&vjs=3
